run,arm,version,corpus,path,query_id,class,repeat,warmup,ms
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q006,rare,2,1,78.629
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q006,rare,2,1,62.109
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q006,rare,3,0,52.417
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q006,rare,3,0,76.770
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q006,rare,3,0,63.281
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q006,rare,4,0,51.939
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q006,rare,4,0,78.173
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q006,rare,4,0,62.521
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q006,rare,5,0,52.623
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q006,rare,5,0,77.065
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q006,rare,5,0,62.403
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q006,rare,6,0,53.046
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q006,rare,6,0,78.718
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q006,rare,6,0,62.493
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q006,rare,7,0,51.320
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q006,rare,7,0,79.060
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q006,rare,7,0,61.699
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q006,rare,8,0,51.632
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q006,rare,8,0,76.753
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q006,rare,8,0,63.062
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q006,rare,9,0,51.883
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q006,rare,9,0,77.049
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q006,rare,9,0,63.018
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q006,rare,10,0,51.494
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q006,rare,10,0,78.317
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q006,rare,10,0,61.688
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q006,rare,11,0,51.619
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q006,rare,11,0,76.631
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q006,rare,11,0,62.839
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q006,rare,12,0,53.327
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q006,rare,12,0,79.523
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q006,rare,12,0,62.750
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q007,rare,0,1,52.533
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q007,rare,0,1,76.959
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q007,rare,0,1,64.193
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q007,rare,1,1,52.256
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q007,rare,1,1,78.876
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q007,rare,1,1,62.756
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q007,rare,2,1,52.589
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q007,rare,2,1,76.783
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q007,rare,2,1,62.505
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q007,rare,3,0,74.163
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q007,rare,3,0,141.160
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q007,rare,3,0,71.014
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q007,rare,4,0,54.674
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q007,rare,4,0,84.637
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q007,rare,4,0,66.318
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q007,rare,5,0,53.952
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q007,rare,5,0,152.511
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q007,rare,5,0,73.978
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q007,rare,6,0,63.403
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q007,rare,6,0,86.154
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q007,rare,6,0,65.256
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q007,rare,7,0,53.476
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q007,rare,7,0,82.583
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q007,rare,7,0,66.013
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q007,rare,8,0,54.283
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q007,rare,8,0,78.170
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q007,rare,8,0,64.303
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q007,rare,9,0,53.784
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q007,rare,9,0,79.879
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q007,rare,9,0,65.380
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q007,rare,10,0,55.373
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q007,rare,10,0,80.942
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q007,rare,10,0,64.818
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q007,rare,11,0,54.653
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q007,rare,11,0,81.004
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q007,rare,11,0,64.230
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q007,rare,12,0,78.781
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q007,rare,12,0,79.651
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q007,rare,12,0,64.729
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q008,rare,0,1,54.821
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q008,rare,0,1,80.359
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q008,rare,0,1,63.329
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q008,rare,1,1,53.713
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q008,rare,1,1,81.637
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q008,rare,1,1,66.453
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q008,rare,2,1,54.705
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q008,rare,2,1,81.232
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q008,rare,2,1,65.365
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q008,rare,3,0,53.935
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q008,rare,3,0,78.601
2026-09-16-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-00100,node,q008,rare,3,0,65.192
2026-09-16-node-column,A,1.0.0,docs-00100,scan,q008,rare,4,0,53.290
2026-09-16-node-column,B,2.0.1,docs-00100,scan,q008,rare,4,0,80.262
