run,arm,version,corpus,path,query_id,class,repeat,warmup,ms
2026-09-15-node-column,B-node-nograph,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q012,common,3,0,26.643
2026-09-15-node-column,A,1.0.0,docs-10000,scan,q013,common,0,1,1924.221
2026-09-15-node-column,B,2.0.1,docs-10000,scan,q013,common,0,1,1877.939
2026-09-15-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q013,common,0,1,2194.222
2026-09-15-node-column,B-node-nograph,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q013,common,0,1,26.391
2026-09-15-node-column,A,1.0.0,docs-10000,scan,q013,common,1,0,1909.894
2026-09-15-node-column,B,2.0.1,docs-10000,scan,q013,common,1,0,1892.473
2026-09-15-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q013,common,1,0,2169.087
2026-09-15-node-column,B-node-nograph,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q013,common,1,0,26.506
2026-09-15-node-column,A,1.0.0,docs-10000,scan,q013,common,2,0,1916.280
2026-09-15-node-column,B,2.0.1,docs-10000,scan,q013,common,2,0,1876.084
2026-09-15-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q013,common,2,0,2154.100
2026-09-15-node-column,B-node-nograph,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q013,common,2,0,26.699
2026-09-15-node-column,A,1.0.0,docs-10000,scan,q013,common,3,0,1923.396
2026-09-15-node-column,B,2.0.1,docs-10000,scan,q013,common,3,0,1881.915
2026-09-15-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q013,common,3,0,2151.515
2026-09-15-node-column,B-node-nograph,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q013,common,3,0,26.076
2026-09-15-node-column,A,1.0.0,docs-10000,scan,q014,common,0,1,1883.064
2026-09-15-node-column,B,2.0.1,docs-10000,scan,q014,common,0,1,1865.438
2026-09-15-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q014,common,0,1,2192.380
2026-09-15-node-column,B-node-nograph,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q014,common,0,1,26.781
2026-09-15-node-column,A,1.0.0,docs-10000,scan,q014,common,1,0,1878.479
2026-09-15-node-column,B,2.0.1,docs-10000,scan,q014,common,1,0,1877.592
2026-09-15-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q014,common,1,0,2168.112
2026-09-15-node-column,B-node-nograph,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q014,common,1,0,26.057
2026-09-15-node-column,A,1.0.0,docs-10000,scan,q014,common,2,0,1882.917
2026-09-15-node-column,B,2.0.1,docs-10000,scan,q014,common,2,0,1980.273
2026-09-15-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q014,common,2,0,2314.731
2026-09-15-node-column,B-node-nograph,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q014,common,2,0,28.046
2026-09-15-node-column,A,1.0.0,docs-10000,scan,q014,common,3,0,1942.325
2026-09-15-node-column,B,2.0.1,docs-10000,scan,q014,common,3,0,1936.146
2026-09-15-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q014,common,3,0,2293.807
2026-09-15-node-column,B-node-nograph,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q014,common,3,0,27.035
2026-09-15-node-column,A,1.0.0,docs-10000,scan,q015,common,0,1,1958.944
2026-09-15-node-column,B,2.0.1,docs-10000,scan,q015,common,0,1,1909.238
2026-09-15-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q015,common,0,1,2167.639
2026-09-15-node-column,B-node-nograph,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q015,common,0,1,26.601
2026-09-15-node-column,A,1.0.0,docs-10000,scan,q015,common,1,0,1902.055
2026-09-15-node-column,B,2.0.1,docs-10000,scan,q015,common,1,0,1849.389
2026-09-15-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q015,common,1,0,2144.191
2026-09-15-node-column,B-node-nograph,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q015,common,1,0,26.661
2026-09-15-node-column,A,1.0.0,docs-10000,scan,q015,common,2,0,1887.239
2026-09-15-node-column,B,2.0.1,docs-10000,scan,q015,common,2,0,1855.072
2026-09-15-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q015,common,2,0,2157.844
2026-09-15-node-column,B-node-nograph,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q015,common,2,0,26.137
2026-09-15-node-column,A,1.0.0,docs-10000,scan,q015,common,3,0,1886.165
2026-09-15-node-column,B,2.0.1,docs-10000,scan,q015,common,3,0,1849.221
2026-09-15-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q015,common,3,0,2142.189
2026-09-15-node-column,B-node-nograph,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q015,common,3,0,26.436
2026-09-15-node-column,A,1.0.0,docs-10000,scan,q016,common,0,1,1904.880
2026-09-15-node-column,B,2.0.1,docs-10000,scan,q016,common,0,1,1866.400
2026-09-15-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q016,common,0,1,2172.310
2026-09-15-node-column,B-node-nograph,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q016,common,0,1,26.143
2026-09-15-node-column,A,1.0.0,docs-10000,scan,q016,common,1,0,1898.699
2026-09-15-node-column,B,2.0.1,docs-10000,scan,q016,common,1,0,1864.007
2026-09-15-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q016,common,1,0,2217.903
2026-09-15-node-column,B-node-nograph,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q016,common,1,0,30.380
2026-09-15-node-column,A,1.0.0,docs-10000,scan,q016,common,2,0,1932.605
2026-09-15-node-column,B,2.0.1,docs-10000,scan,q016,common,2,0,1883.837
2026-09-15-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q016,common,2,0,2258.832
2026-09-15-node-column,B-node-nograph,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q016,common,2,0,27.489
2026-09-15-node-column,A,1.0.0,docs-10000,scan,q016,common,3,0,1972.158
2026-09-15-node-column,B,2.0.1,docs-10000,scan,q016,common,3,0,1920.839
2026-09-15-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q016,common,3,0,2346.635
2026-09-15-node-column,B-node-nograph,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q016,common,3,0,27.303
2026-09-15-node-column,A,1.0.0,docs-10000,scan,q017,common,0,1,2014.401
2026-09-15-node-column,B,2.0.1,docs-10000,scan,q017,common,0,1,1975.554
2026-09-15-node-column,B-node,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q017,common,0,1,2436.067
2026-09-15-node-column,B-node-nograph,fux 2.0.1 (node 24.13.0) — the read plane,docs-10000,node,q017,common,0,1,29.697
2026-09-15-node-column,A,1.0.0,docs-10000,scan,q017,common,1,0,2111.784
2026-09-15-node-column,B,2.0.1,docs-10000,scan,q017,common,1,0,2035.418
